p1_1,p1_2,p1_3,p1_4,p1_5,p1_6,p1_7,p1_8,p1_9,p1_10,p2_1,p2_2,p2_3,p2_4,p2_5,p2_6,p2_7,p2_8,p2_9,p2_10,move,opponent
D,C,D,C,D,D,C,E,E,E,C,D,C,D,C,D,D,E,E,E,C,TitForTatPlayer
D,C,D,C,D,D,C,C,E,E,C,D,C,D,C,D,D,C,E,E,D,TitForTatPlayer
D,C,D,C,D,D,C,C,D,E,C,D,C,D,C,D,D,C,C,E,C,TitForTatPlayer
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,C,ForgivingTitForTatPlayer
C,E,E,E,E,E,E,E,E,E,C,E,E,E,E,E,E,E,E,E,D,ForgivingTitForTatPlayer
C,D,E,E,E,E,E,E,E,E,C,C,E,E,E,E,E,E,E,E,D,ForgivingTitForTatPlayer
C,D,D,E,E,E,E,E,E,E,C,C,C,E,E,E,E,E,E,E,D,ForgivingTitForTatPlayer
C,D,D,D,E,E,E,E,E,E,C,C,C,D,E,E,E,E,E,E,D,ForgivingTitForTatPlayer
C,D,D,D,D,E,E,E,E,E,C,C,C,D,C,E,E,E,E,E,D,ForgivingTitForTatPlayer
C,D,D,D,D,D,E,E,E,E,C,C,C,D,C,D,E,E,E,E,D,ForgivingTitForTatPlayer
C,D,D,D,D,D,D,E,E,E,C,C,C,D,C,D,D,E,E,E,D,ForgivingTitForTatPlayer
C,D,D,D,D,D,D,D,E,E,C,C,C,D,C,D,D,D,E,E,D,ForgivingTitForTatPlayer
C,D,D,D,D,D,D,D,D,E,C,C,C,D,C,D,D,D,D,E,D,ForgivingTitForTatPlayer
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,D,SimpletonPlayer
D,E,E,E,E,E,E,E,E,E,C,E,E,E,E,E,E,E,E,E,D,SimpletonPlayer
D,D,E,E,E,E,E,E,E,E,C,D,E,E,E,E,E,E,E,E,C,SimpletonPlayer
D,D,C,E,E,E,E,E,E,E,C,D,C,E,E,E,E,E,E,E,C,SimpletonPlayer
D,D,C,C,E,E,E,E,E,E,C,D,C,C,E,E,E,E,E,E,D,SimpletonPlayer
D,D,C,C,D,E,E,E,E,E,C,D,C,C,C,E,E,E,E,E,D,SimpletonPlayer
D,D,C,C,D,D,E,E,E,E,C,D,C,C,C,D,E,E,E,E,C,SimpletonPlayer
D,D,C,C,D,D,C,E,E,E,C,D,C,C,C,D,C,E,E,E,D,SimpletonPlayer
D,D,C,C,D,D,C,D,E,E,C,D,C,C,C,D,C,C,E,E,C,SimpletonPlayer
D,D,C,C,D,D,C,D,C,E,C,D,C,C,C,D,C,C,D,E,D,SimpletonPlayer
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,D,EveryNthDefectorPlayer_2
D,E,E,E,E,E,E,E,E,E,D,E,E,E,E,E,E,E,E,E,D,EveryNthDefectorPlayer_2
D,D,E,E,E,E,E,E,E,E,D,C,E,E,E,E,E,E,E,E,D,EveryNthDefectorPlayer_2
D,D,D,E,E,E,E,E,E,E,D,C,D,E,E,E,E,E,E,E,D,EveryNthDefectorPlayer_2
D,D,D,D,E,E,E,E,E,E,D,C,D,C,E,E,E,E,E,E,C,EveryNthDefectorPlayer_2
D,D,D,D,C,E,E,E,E,E,D,C,D,C,D,E,E,E,E,E,C,EveryNthDefectorPlayer_2
D,D,D,D,C,C,E,E,E,E,D,C,D,C,D,C,E,E,E,E,C,EveryNthDefectorPlayer_2
D,D,D,D,C,C,C,E,E,E,D,C,D,C,D,C,D,E,E,E,D,EveryNthDefectorPlayer_2
D,D,D,D,C,C,C,D,E,E,D,C,D,C,D,C,D,C,E,E,C,EveryNthDefectorPlayer_2
D,D,D,D,C,C,C,D,C,E,D,C,D,C,D,C,D,C,D,E,C,EveryNthDefectorPlayer_2
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,C,EveryNthDefectorPlayer_3
C,E,E,E,E,E,E,E,E,E,D,E,E,E,E,E,E,E,E,E,C,EveryNthDefectorPlayer_3
C,C,E,E,E,E,E,E,E,E,D,C,E,E,E,E,E,E,E,E,D,EveryNthDefectorPlayer_3
C,C,D,E,E,E,E,E,E,E,D,C,C,E,E,E,E,E,E,E,C,EveryNthDefectorPlayer_3
C,C,D,C,E,E,E,E,E,E,D,C,C,D,E,E,E,E,E,E,C,EveryNthDefectorPlayer_3
C,C,D,C,C,E,E,E,E,E,D,C,C,D,C,E,E,E,E,E,C,EveryNthDefectorPlayer_3
C,C,D,C,C,C,E,E,E,E,D,C,C,D,C,C,E,E,E,E,C,EveryNthDefectorPlayer_3
C,C,D,C,C,C,C,E,E,E,D,C,C,D,C,C,D,E,E,E,C,EveryNthDefectorPlayer_3
C,C,D,C,C,C,C,C,E,E,D,C,C,D,C,C,D,C,E,E,D,EveryNthDefectorPlayer_3
C,C,D,C,C,C,C,C,D,E,D,C,C,D,C,C,D,C,C,E,C,EveryNthDefectorPlayer_3
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,D,EveryNthDefectorPlayer_4
D,E,E,E,E,E,E,E,E,E,D,E,E,E,E,E,E,E,E,E,C,EveryNthDefectorPlayer_4
D,C,E,E,E,E,E,E,E,E,D,C,E,E,E,E,E,E,E,E,C,EveryNthDefectorPlayer_4
D,C,C,E,E,E,E,E,E,E,D,C,C,E,E,E,E,E,E,E,C,EveryNthDefectorPlayer_4
D,C,C,C,E,E,E,E,E,E,D,C,C,C,E,E,E,E,E,E,D,EveryNthDefectorPlayer_4
D,C,C,C,D,E,E,E,E,E,D,C,C,C,D,E,E,E,E,E,D,EveryNthDefectorPlayer_4
D,C,C,C,D,D,E,E,E,E,D,C,C,C,D,C,E,E,E,E,D,EveryNthDefectorPlayer_4
D,C,C,C,D,D,D,E,E,E,D,C,C,C,D,C,C,E,E,E,D,EveryNthDefectorPlayer_4
D,C,C,C,D,D,D,D,E,E,D,C,C,C,D,C,C,C,E,E,C,EveryNthDefectorPlayer_4
D,C,C,C,D,D,D,D,C,E,D,C,C,C,D,C,C,C,D,E,D,EveryNthDefectorPlayer_4
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,D,EveryNthDefectorPlayer_5
D,E,E,E,E,E,E,E,E,E,D,E,E,E,E,E,E,E,E,E,C,EveryNthDefectorPlayer_5
D,C,E,E,E,E,E,E,E,E,D,C,E,E,E,E,E,E,E,E,D,EveryNthDefectorPlayer_5
D,C,D,E,E,E,E,E,E,E,D,C,C,E,E,E,E,E,E,E,C,EveryNthDefectorPlayer_5
D,C,D,C,E,E,E,E,E,E,D,C,C,C,E,E,E,E,E,E,C,EveryNthDefectorPlayer_5
D,C,D,C,C,E,E,E,E,E,D,C,C,C,C,E,E,E,E,E,D,EveryNthDefectorPlayer_5
D,C,D,C,C,D,E,E,E,E,D,C,C,C,C,D,E,E,E,E,D,EveryNthDefectorPlayer_5
D,C,D,C,C,D,D,E,E,E,D,C,C,C,C,D,C,E,E,E,D,EveryNthDefectorPlayer_5
D,C,D,C,C,D,D,D,E,E,D,C,C,C,C,D,C,C,E,E,D,EveryNthDefectorPlayer_5
D,C,D,C,C,D,D,D,D,E,D,C,C,C,C,D,C,C,C,E,D,EveryNthDefectorPlayer_5
